#Clients Throughput
10, 425.7
20, 833.3
30, 1203.95
40, 1561.0
50, 1867.05
60, 2155.6
70, 2417.55
80, 2672.0
90, 2875.4
100, 3055.6
110, 3204.6999999999994
120, 3314.35
130, 3380.3000000000006
140, 3443.0
150, 3489.75
