Latency Throughput
27.452685574500553, 360.3
31.528789375322788, 619.4
37.8314702292702, 760.6842105263158
44.43181782378007, 853.0526315789473
64.77015473527794, 867.9166666666667
81.47172152592111, 798.8333333333333
84.89615166506844, 863.9583333333333
95.51042447246965, 856.25
102.15453890804284, 878.7083333333333
119.09809597153577, 821.7916666666667
126.91839039026613, 833.5416666666667
132.78203327283848, 854.5416666666667
147.03621056489825, 819.1666666666667
139.15115715437346, 855.3333333333333
